,id,operation_time,code,category,timeout,answer,status
0,1,2020-01-26 01:12:38.553978,111-15302-1,None,0.044799,provider == null,Услга не выведена
1,2,2020-01-26 01:12:39.524844,111-15299-1,None,0.956252,bisys.UnknownAccountException: BIS-01640: Unknown Лицевой счет 11,OK
2,3,2020-01-26 01:12:40.342339,111-15293-1,None,0.800363,bisys.UnknownAccountException: BIS-01640: Unknown ПОЗЫВНОЙ 1,OK
3,4,2020-01-26 01:12:40.402019,13542-13833-77,None,0.045227,provider == null,Услга не выведена
4,5,2020-01-26 01:12:40.994703,111-15291-1,None,0.576394,bisys.UnknownAccountException: BIS-01640: Unknown ПОЗЫВНОЙ 1,OK
5,6,2020-01-26 01:12:41.055663,111-15290-1,None,0.044946,provider == null,Услга не выведена
6,7,2020-01-26 01:12:41.842965,111-15288-1,A,0.771025,bisys.UnknownAccountException: BIS-01640: Unknown Номер договора 11,OK
7,8,2020-01-26 01:12:41.910908,13542-13833-76,None,0.04801,PaymentPropertyException: BIS-01275: Incorrect payment property ТЕЛЕФОН ОТПРАВИТЕЛЯ	: обязательно для заполнения,Format
8,9,2020-01-26 01:12:42.353933,111-15283-1,None,0.423598,"--SUCCESS--ИНТЕРНЕТ ПРОТОКОЛ ТРАНЗИТ ТЕЛЕКОМ, ООО(id:12438, code:111-15283-1)properties:{Л_СЧЕТ=11}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
9,10,2020-01-26 01:12:43.007547,111-15282-1,None,0.636495,"--SUCCESS--RF.TAXI(id:12500, code:111-15282-1)properties:{ПОЗЫВНОЙ=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
10,11,2020-01-26 01:12:43.074732,13542-13833-75,None,0.047944,PaymentPropertyException: BIS-01275: Incorrect payment property ТЕЛЕФОН ОТПРАВИТЕЛЯ	: обязательно для заполнения,Format
11,12,2020-01-26 01:12:43.134826,111-15280-1,None,0.044721,PaymentPropertyException: BIS-01275: Incorrect payment property Наименование товара: обязательно для заполнения,Format
12,13,2020-01-26 01:12:44.090956,111-15279-2,None,0.939982,bisys.UnknownAccountException: BIS-01640: Unknown Лицевой счет 11,OK
13,14,2020-01-26 01:12:45.081902,111-15279-1,None,0.973823,bisys.UnknownAccountException: BIS-01640: Unknown Лицевой счет 11,OK
14,15,2020-01-26 01:12:45.143517,14149-15278-1,None,0.047062,provider == null,Услга не выведена
15,16,2020-01-26 01:12:46.559606,111-15277-1,None,1.398335,bisys.UnknownAccountException: BIS-01640: Unknown Лицевой счет 11,OK
16,17,2020-01-26 01:12:46.627575,111-11165-2,None,0.047215,PaymentPropertyException: BIS-01275: Incorrect payment property НАЗВАНИЕ СЛУЖБЫ: обязательно для заполнения,Format
17,18,2020-01-26 01:12:46.693074,100-13579-41,None,0.04674,PaymentPropertyException: BIS-01275: Incorrect payment property ТЕЛЕФОН ОТПРАВИТЕЛЯ	: обязательно для заполнения,Format
18,19,2020-01-26 01:12:47.162389,111-13834-5,None,0.450995,"--SUCCESS--Такси 434343(id:11665, code:111-13834-5)properties:{ПОЗЫВНОЙ=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
19,20,2020-01-26 01:12:47.659918,111-11618-3,None,0.478365,"--SUCCESS--Такси Браво(id:11787, code:111-11618-3)properties:{ПОЗЫВНОЙ=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
20,21,2020-01-26 01:12:48.041706,100-13430-1,None,0.362157,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
21,22,2020-01-26 01:12:48.490733,100-14419-18,None,0.423172,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
22,23,2020-01-26 01:12:48.967721,100-14419-11,None,0.457283,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
23,24,2020-01-26 01:12:49.330576,100-11746-8,None,0.347412,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
24,25,2020-01-26 01:12:49.807642,100-14419-19,None,0.456472,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
25,26,2020-01-26 01:12:50.294650,100-14419-16,None,0.466233,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
26,27,2020-01-26 01:12:50.626780,100-10787-1,None,0.312068,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ СЧЕТ,OK
27,28,2020-01-26 01:12:50.972417,100-14419-9,None,0.324295,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
28,29,2020-01-26 01:12:51.335682,100-11746-1,None,0.344269,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ СЧЕТ,OK
29,30,2020-01-26 01:12:51.789931,100-11746-7,None,0.432216,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
30,31,2020-01-26 01:12:52.109860,100-11378-11,None,0.298027,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
31,32,2020-01-26 01:12:52.725652,111-14819-1,A,0.597429,"--SUCCESS--Диспетчерская служба ГОСТ(id:11878, code:111-14819-1)properties:{ПОЗЫВНОЙ=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
32,33,2020-01-26 01:12:53.212871,100-11746-15,None,0.466351,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
33,34,2020-01-26 01:12:54.193154,979-13689-6,A,0.961651,bisys.OtherException: BIS-01648: OtherError:Неверный формат номера телефона,Format
34,35,2020-01-26 01:12:54.666311,100-14419-15,None,0.453987,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
35,36,2020-01-26 01:12:55.590270,111-13213-3,A,0.90707,"--SUCCESS--Такси 434343(id:10819, code:111-13213-3)properties:{ПОЗЫВНОЙ=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
36,37,2020-01-26 01:12:55.966385,100-11746-2,None,0.356286,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
37,38,2020-01-26 01:12:56.449570,100-11378-13,None,0.462227,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
38,39,2020-01-26 01:12:56.951063,100-10783-12,None,0.480588,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
39,40,2020-01-26 01:12:57.257979,100-10783-8,None,0.285554,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
40,41,2020-01-26 01:12:57.739684,100-14947-10,None,0.46302,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
41,42,2020-01-26 01:12:58.210416,100-11378-18,None,0.447073,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
42,43,2020-01-26 01:12:58.692594,100-11378-1,None,0.460889,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ СЧЕТ,OK
43,44,2020-01-26 01:12:58.755381,100-13468-1,A,0.045587,PaymentPropertyException: BIS-01275: Incorrect payment property ИНН: обязательно для заполнения,Format
44,45,2020-01-26 01:13:02.115639,109-7644-1,A,3.340788,"--SUCCESS--Такси Татарстан, ООО(id:6625, code:109-7644-1)properties:{ЛОГИН=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={БАЛАНС=329640.80}, provider=null}",OK
45,46,2020-01-26 01:13:02.657758,100-11746-11,None,0.525582,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
46,47,2020-01-26 01:13:03.145004,100-14419-22,None,0.469139,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
47,48,2020-01-26 01:13:06.077837,100-10940-1,A,2.915662,bisys.UnknownAccountException: BIS-01640: Unknown ЛОГИН 1,OK
48,49,2020-01-26 01:13:06.572435,111-13327-2,A,0.472753,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: НОМЕР_ТЕЛЕФОНА,OK
49,50,2020-01-26 01:13:07.041823,100-14419-7,None,0.449664,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
50,51,2020-01-26 01:13:07.349507,100-14419-13,None,0.287874,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
51,52,2020-01-26 01:13:07.936322,111-15246-1,A,0.571599,bisys.OtherException: BIS-01648: OtherError:4: ?,OK
52,53,2020-01-26 01:13:08.954159,979-13689-15,None,1.000883,bisys.UnknownAccountException: BIS-01640: Unknown Номер телефона  1111111111,OK
53,54,2020-01-26 01:13:09.337722,979-13689-3,None,0.357927,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: НОМЕР_ТЕЛЕФОНА,OK
54,55,2020-01-26 01:13:10.027255,979-13689-12,None,0.675643,bisys.OtherException: BIS-01648: OtherError:Неверный формат номера телефона,Format
55,56,2020-01-26 01:13:10.713502,111-13959-1,A,0.668645,bisys.UnknownAccountException: BIS-01640: Unknown Номер договора 11,OK
56,57,2020-01-26 01:13:11.686385,111-14980-4,A,0.954754,bisys.UnknownAccountException: BIS-01640: Unknown Лицевой счет 11,OK
57,58,2020-01-26 01:13:12.375215,109-6203-1,A,0.671645,bisys.UnknownAccountException: BIS-01640: Unknown ЛИЦЕВОЙ СЧЕТ 1,OK
58,59,2020-01-26 01:13:12.438278,111-11671-1,A,0.043255,PaymentPropertyException: BIS-01275: Incorrect payment property ФИО: обязательно для заполнения,Format
59,60,2020-01-26 01:13:13.085187,109-6111-1,A,0.629839,"--SUCCESS--Пентабокс(id:5202, code:109-6111-1)properties:{Л/СЧЕТ=11111111}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
60,61,2020-01-26 01:13:13.828009,100-3734-1,A,0.727956,bisys.UnknownAccountException: BIS-01640: Unknown LOGIN 1,OK
61,62,2020-01-26 01:13:14.780759,111-14983-4,A,0.933635,"--SUCCESS--Омикрон(id:12362, code:111-14983-4)properties:{Л_СЧЕТ=11}PersAccInfo2{desiredAmount=61000, needShowBill=false, property={Рекомендуемая сумма=610.00}, provider=null}",OK
62,63,2020-01-26 01:13:15.279133,979-13689-20,None,0.478473,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: НОМЕР_ТЕЛЕФОНА,OK
63,64,2020-01-26 01:13:15.342895,111-13952-2,A,0.045684,PaymentPropertyException: BIS-01275: Incorrect payment property ФИО: обязательно для заполнения,Format
64,65,2020-01-26 01:13:15.902513,111-11771-1,A,0.542416,"--SUCCESS--Практика, ООО(id:8858, code:111-11771-1)properties:{Л_СЧЕТ=11}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
65,66,2020-01-26 01:13:16.556835,111-14786-1,A,0.634123,bisys.UnknownAccountException: BIS-01640: Unknown Лицевой счет 11,OK
66,67,2020-01-26 01:13:17.531646,100-14112-88,None,0.95678,"--SUCCESS--Билайн(id:11099, code:100-14112-88)properties:{ТЕЛ=1111111111}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
67,68,2020-01-26 01:13:18.345462,111-13990-1,A,0.799811,bisys.OtherException: BIS-01648: OtherError:4: response,OK
68,69,2020-01-26 01:13:18.984958,111-15122-1,A,0.621382,bisys.UnknownAccountException: BIS-01640: Unknown Лицевой счет 11,OK
69,70,2020-01-26 01:13:19.046063,100-7618-245,None,0.04659,provider == null,Услга не выведена
70,71,2020-01-26 01:13:19.108563,111-11748-1,A,0.043928,PaymentPropertyException: BIS-01275: Incorrect payment property ФИО: обязательно для заполнения,Format
71,72,2020-01-26 01:13:19.171050,111-11672-1,A,0.042862,PaymentPropertyException: BIS-01275: Incorrect payment property ФИО: обязательно для заполнения,Format
72,73,2020-01-26 01:13:19.859590,111-14049-3,A,0.671702,bisys.UnknownAccountException: BIS-01640: Unknown Лицевой счет 11,OK
73,74,2020-01-26 01:13:21.045374,100-3277-1,A,1.165149,"--SUCCESS--ЭЛЕКТРОННЫЙ ГОРОД(id:4892, code:100-3277-1)properties:{Л/СЧЕТ=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={БАЛАНС=337.00, ФИО=О. Связь}, provider=null}",OK
74,75,2020-01-26 01:13:21.110699,109-10789-1,A,0.046933,PaymentPropertyException: BIS-01275: Incorrect payment property ФИО: обязательно для заполнения,Format
75,76,2020-01-26 01:13:21.822772,100-3783-1,A,0.694189,bisys.UnknownAccountException: BIS-01640: Unknown Л/СЧЕТ 11,OK
76,77,2020-01-26 01:13:23.144167,111-13967-1,A,1.302575,bisys.UnknownAccountException: BIS-01640: Unknown Номер договора 11,OK
77,78,2020-01-26 01:13:23.332519,100-11857-1,A,0.044306,PaymentPropertyException: BIS-01275: Incorrect payment property ФИО: обязательно для заполнения,Format
78,79,2020-01-26 01:13:23.913631,100-12332-2,A,0.563651,"--SUCCESS--группа компаний ""Гарантия""(id:9206, code:100-12332-2)properties:{Л_СЧЕТ=11}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
79,80,2020-01-26 01:13:24.325764,111-13768-1,A,0.395606,"--SUCCESS--КОМФОРТ ДОМ СЕРВИС, ООО(id:10776, code:111-13768-1)properties:{Л_СЧЕТ=11}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
80,81,2020-01-26 01:13:25.109556,111-14444-1,A,0.763351,bisys.UnknownAccountException: BIS-01640: Unknown Лицевой счет 11,OK
81,82,2020-01-26 01:13:25.573615,111-14042-1,None,0.44905,bisys.IncorrectPaymentPropertyFormatException: BIS-01656: Incorrect payment property format,Format
82,83,2020-01-26 01:13:25.643228,111-3721-2,A,0.046721,PaymentPropertyException: BIS-01275: Incorrect payment property ФИО владельца карты: обязательно для заполнения,Format
83,84,2020-01-26 01:13:26.158108,109-10950-1,A,0.496736,bisys.OtherException: BIS-01648: OtherError:21: Заказ не найден либо удален,OK
84,85,2020-01-26 01:13:26.217406,100-3822-2,A,0.044772,PaymentPropertyException: BIS-01275: Incorrect payment property email: обязательно для заполнения,Format
85,86,2020-01-26 01:13:26.281781,100-15339-1,A,0.04425,PaymentPropertyException: BIS-01275: Incorrect payment property ФИО: обязательно для заполнения,Format
86,87,2020-01-26 01:13:26.344063,100-12880-1,A,0.043126,PaymentPropertyException: BIS-01275: Incorrect payment property ИНН: обязательно для заполнения,Format
87,88,2020-01-26 01:13:26.835375,109-10932-1,A,0.473076,bisys.OtherException: BIS-01648: OtherError:21: Заказ не найден либо удален,OK
88,89,2020-01-26 01:13:26.896019,111-15273-1,None,0.04482,provider == null,Услга не выведена
89,90,2020-01-26 01:13:26.953457,111-15269-1,None,0.044091,provider == null,Услга не выведена
90,91,2020-01-26 01:13:27.019254,979-15266-1,None,0.044513,PaymentPropertyException: BIS-01275: Incorrect payment property Группа/Класс: обязательно для заполнения,Format
91,92,2020-01-26 01:13:27.534107,111-15265-1,None,0.496863,"--SUCCESS--ОЙЛСПЕЦТРАНС ПЛЮС, ООО(id:12419, code:111-15265-1)properties:{НОМЕР ЗАКАЗА=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
92,93,2020-01-26 01:13:27.837935,100-14947-32,None,0.282322,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
93,94,2020-01-26 01:13:28.337783,100-14947-31,None,0.479249,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
94,95,2020-01-26 01:13:28.726112,100-14947-30,None,0.368153,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
95,96,2020-01-26 01:13:29.208780,100-14947-29,None,0.460252,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
96,97,2020-01-26 01:13:29.267718,100-14947-28,None,0.044787,provider == null,Услга не выведена
97,98,2020-01-26 01:13:29.335830,979-15264-1,None,0.046742,PaymentPropertyException: BIS-01275: Incorrect payment property Группа/Класс: обязательно для заполнения,Format
98,99,2020-01-26 01:13:29.396128,13542-14043-12,None,0.046176,provider == null,Услга не выведена
99,100,2020-01-26 01:13:30.450989,13542-14043-11,None,1.030547,"--SUCCESS--МТС(id:12428, code:13542-14043-11)properties:{ТЕЛЕФОН=1111111111}PersAccInfo2{desiredAmount=0, needShowBill=false, property={ИНФ=Платеж принят без акцептования ПАО МТС, ИНФО=8 800 250-08-90}, provider=null}",OK
100,101,2020-01-26 01:13:30.923873,111-14966-2,None,0.45161,"--SUCCESS--Такси Восток 1(id:12410, code:111-14966-2)properties:{ПОЗЫВНОЙ=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
101,102,2020-01-26 01:13:31.926477,13542-14043-10,None,0.986853,bisys.OtherException: BIS-01648: OtherError:Ошибочный номер абонента: Provider online prepare failed!,OK
102,103,2020-01-26 01:13:32.883205,13542-14043-9,None,0.938612,"--SUCCESS--Билайн(id:12426, code:13542-14043-9)properties:{ТЕЛ=1111111111}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
103,104,2020-01-26 01:13:32.942074,13542-13833-15,None,0.043982,PaymentPropertyException: BIS-01275: Incorrect payment property ТЕЛЕФОН ОТПРАВИТЕЛЯ	: обязательно для заполнения,Format
104,105,2020-01-26 01:13:33.694816,111-15259-1,None,0.737467,bisys.UnknownAccountException: BIS-01640: Unknown ПОЗЫВНОЙ 1,OK
105,106,2020-01-26 01:13:33.762820,979-15256-1,None,0.047138,PaymentPropertyException: BIS-01275: Incorrect payment property Фамилия плательщика: обязательно для заполнения,Format
106,107,2020-01-26 01:13:33.819910,111-15253-1,None,0.043748,provider == null,Услга не выведена
107,108,2020-01-26 01:13:33.879813,111-15247-1,None,0.043763,provider == null,Услга не выведена
108,109,2020-01-26 01:13:34.332126,111-14967-2,None,0.434914,"--SUCCESS--Такси Восток 2(id:12394, code:111-14967-2)properties:{ПОЗЫВНОЙ=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
109,110,2020-01-26 01:13:34.392788,111-15244-1,None,0.045173,provider == null,Услга не выведена
110,111,2020-01-26 01:13:34.458503,979-15243-1,None,0.046577,PaymentPropertyException: BIS-01275: Incorrect payment property Имя: обязательно для заполнения,Format
111,112,2020-01-26 01:13:34.518362,111-15236-1,None,0.045279,provider == null,Услга не выведена
112,113,2020-01-26 01:13:34.578843,111-15235-1,None,0.044255,provider == null,Услга не выведена
113,114,2020-01-26 01:13:36.057338,111-15234-1,None,1.46178,bisys.UnknownAccountException: BIS-01640: Unknown Лицевой счет 11,OK
114,115,2020-01-26 01:13:36.119229,13542-13833-73,None,0.044973,PaymentPropertyException: BIS-01275: Incorrect payment property ТЕЛЕФОН ОТПРАВИТЕЛЯ	: обязательно для заполнения,Format
115,116,2020-01-26 01:13:36.178651,111-15231-1,None,0.044229,provider == null,Услга не выведена
116,117,2020-01-26 01:13:36.242013,111-15229-1,None,0.044387,PaymentPropertyException: BIS-01275: Incorrect payment property ФИО: обязательно для заполнения,Format
117,118,2020-01-26 01:13:36.303123,979-15226-1,None,0.045425,"CreatePaymentException: BIS-01295: Cant create payment, please try later",Error
118,119,2020-01-26 01:13:36.371843,979-15225-1,None,0.044719,PaymentPropertyException: BIS-01275: Incorrect payment property Группа/Класс: обязательно для заполнения,Format
119,120,2020-01-26 01:13:36.434428,979-15223-1,None,0.043543,PaymentPropertyException: BIS-01275: Incorrect payment property Фамилия и имя ребенка: обязательно для заполнения,Format
120,121,2020-01-26 01:13:36.495858,979-15221-1,None,0.045213,PaymentPropertyException: BIS-01275: Incorrect payment property Группа/Класс: обязательно для заполнения,Format
121,122,2020-01-26 01:13:36.549628,111-15217-1,None,0.042664,PaymentPropertyException: BIS-01275: Incorrect payment property ФИО: обязательно для заполнения,Format
122,123,2020-01-26 01:13:36.611598,100-15215-1,None,0.045761,PaymentPropertyException: BIS-01275: Incorrect payment property Фамилия и имя ребенка: обязательно для заполнения,Format
123,124,2020-01-26 01:13:37.389061,111-15214-1,None,0.75874,bisys.UnknownAccountException: BIS-01640: Unknown Лицевой счет 11,OK
124,125,2020-01-26 01:13:38.171342,111-15206-1,None,0.7667,"--SUCCESS--Pro100Group(id:12322, code:111-15206-1)properties:{ПОЗЫВНОЙ=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
125,126,2020-01-26 01:13:38.647890,100-14947-27,None,0.454523,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
126,127,2020-01-26 01:13:39.119602,100-14947-26,None,0.452024,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
127,128,2020-01-26 01:13:39.576194,100-14947-25,None,0.43283,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
128,129,2020-01-26 01:13:40.075503,100-14947-24,None,0.475409,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
129,130,2020-01-26 01:13:40.554813,100-14947-23,None,0.459437,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
130,131,2020-01-26 01:13:40.929908,100-14947-22,None,0.354052,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
131,132,2020-01-26 01:13:41.408207,100-14947-21,None,0.457834,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
132,133,2020-01-26 01:13:41.883578,100-14947-20,None,0.455028,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
133,134,2020-01-26 01:13:42.324671,100-14947-19,None,0.419965,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
134,135,2020-01-26 01:13:42.800898,100-14947-18,None,0.457239,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
135,136,2020-01-26 01:13:43.103267,100-14947-17,None,0.28031,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
136,137,2020-01-26 01:13:43.572124,100-14947-16,None,0.448542,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
137,138,2020-01-26 01:13:44.401128,100-14947-15,None,0.810616,bisys.UnknownAccountException: BIS-01640: Unknown ПОЗЫВНОЙ 1,OK
138,139,2020-01-26 01:13:45.362728,100-14947-14,None,0.942344,bisys.OtherException: BIS-01648: OtherError:21: Запрещены платежи на указанный номер счета,OK
139,140,2020-01-26 01:13:45.842136,100-14947-13,None,0.458038,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
140,141,2020-01-26 01:13:46.326409,100-14947-12,None,0.464891,bisys.OtherPropertyException: BIS-01654: Incorrect property value. Первая цифра номера телефона должна быть 9. Реквизит: ЛИЦЕВОЙ _СЧЕТ,OK
141,142,2020-01-26 01:13:46.827373,111-15205-1,None,0.481518,"--SUCCESS--ПРОФИТ-ЦЕНТР, ООО(id:12299, code:111-15205-1)properties:{НОМЕР_ДОГОВОРА=11}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
142,143,2020-01-26 01:13:46.895786,111-15204-1,None,0.048309,PaymentPropertyException: BIS-01275: Incorrect payment property ФИО: обязательно для заполнения,Format
143,144,2020-01-26 01:13:46.960641,13542-13833-72,None,0.045424,PaymentPropertyException: BIS-01275: Incorrect payment property ТЕЛЕФОН ОТПРАВИТЕЛЯ	: обязательно для заполнения,Format
144,145,2020-01-26 01:13:47.028508,111-15107-2,None,0.045763,PaymentPropertyException: BIS-01275: Incorrect payment property ФИО: обязательно для заполнения,Format
145,146,2020-01-26 01:13:47.520944,111-14703-17,None,0.473481,"--SUCCESS--ТЕХНОПАРК ПЕРМЬ(id:12294, code:111-14703-17)properties:{НОМЕР_ЗАКАЗА=1}PersAccInfo2{desiredAmount=0, needShowBill=false, property={}, provider=null}",OK
146,147,2020-01-26 01:13:47.603013,100-13579-93,None,0.061875,PaymentPropertyException: BIS-01275: Incorrect payment property ТЕЛЕФОН ОТПРАВИТЕЛЯ	: обязательно для заполнения,Format
147,148,2020-01-26 01:13:47.666076,100-13579-92,None,0.044214,PaymentPropertyException: BIS-01275: Incorrect payment property ТЕЛЕФОН ОТПРАВИТЕЛЯ	: обязательно для заполнения,Format
148,149,2020-01-26 01:13:47.729803,111-15199-1,None,0.043687,PaymentPropertyException: BIS-01275: Incorrect payment property ФИО: обязательно для заполнения,Format
149,150,2020-01-26 01:13:47.794268,979-15196-1,None,0.045799,PaymentPropertyException: BIS-01275: Incorrect payment property Период оплаты: обязательно для заполнения,Format
